,billing_entity,model,set_no,train_mape,val_mape,test_mape,test_actual,test_predicted,one_month,third_month,two_month
1791,Lodi Memorial Rural Health Clinics,SARIMA,7,5.43,6.81,2.43,[502851.19 621839.07 557567.86],"[500982.25686470856, 653003.8557166915, 546990.0409209805]",0.37,1.9,5.01
1792,Lodi Memorial Rural Health Clinics,SARIMAX,1,5.58,7.49,9.84,[468251.03 512017.25 523065.4 ],"[554530.3378610027, 483632.58696180844, 552082.0464121307]",18.43,5.55,5.54
1793,Lodi Memorial Rural Health Clinics,SARIMAX,2,7.5,15.26,9.76,[512017.25 523065.4  576982.26],"[458309.1124859609, 516834.17341147346, 475456.4931318749]",10.49,17.6,1.19
1794,Lodi Memorial Rural Health Clinics,SARIMAX,3,8.67,2.82,12.91,[523065.4  576982.26 624560.53],"[491931.4163641073, 516171.31024953147, 485656.4908485363]",5.95,22.24,10.54
1795,Lodi Memorial Rural Health Clinics,SARIMAX,4,7.49,4.44,16.85,[576982.26 624560.53 565837.05],"[500266.2530573573, 507705.5337787877, 460977.79324261064]",13.3,18.53,18.71
1796,Lodi Memorial Rural Health Clinics,SARIMAX,5,6.19,4.34,6.44,[624560.53 565837.05 502851.19],"[558089.2242877735, 597439.3425046336, 487280.7158544421]",10.64,3.1,5.59
1797,Lodi Memorial Rural Health Clinics,SARIMAX,6,7.07,6.8,4.94,[565837.05 502851.19 621839.07],"[581020.4056581514, 463537.03020171495, 595070.3814593635]",2.68,4.3,7.82
1798,Lodi Memorial Rural Health Clinics,SARIMAX,7,4.61,6.58,3.83,[502851.19 621839.07 557567.86],"[512330.714313594, 599889.9171416936, 523706.8860247072]",1.89,6.07,3.53
1799,Lodi Memorial Rural Health Clinics,TBATS,1,14.3,12.47,5.24,[468251.03 512017.25 523065.4 ],"[528329.1041604832, 525946.8859743997, 523883.21623851574]",12.83,0.16,2.72
1800,Lodi Memorial Rural Health Clinics,TBATS,2,13.3,8.63,5.74,[512017.25 523065.4  576982.26],"[506343.11055290495, 505039.370675762, 503924.22469472163]",1.11,12.66,3.45
1801,Lodi Memorial Rural Health Clinics,TBATS,3,12.58,6.78,10.89,[523065.4  576982.26 624560.53],"[509840.7437064587, 509551.185738568, 509304.4178861315]",2.53,18.45,11.69
1802,Lodi Memorial Rural Health Clinics,TBATS,4,13.36,4.33,14.41,[576982.26 624560.53 565837.05],"[505874.67109042144, 503187.45284961554, 500999.7972621275]",12.32,11.46,19.43
1803,Lodi Memorial Rural Health Clinics,TBATS,5,12.1,7.06,8.88,[624560.53 565837.05 502851.19],"[530625.7995708253, 529868.2105196235, 529205.05130552]",15.04,5.24,6.36
1804,Lodi Memorial Rural Health Clinics,TBATS,6,9.99,12.01,8.33,[565837.05 502851.19 621839.07],"[540873.0601218618, 540873.0601218618, 540873.0601218618]",4.41,13.02,7.56
1805,Lodi Memorial Rural Health Clinics,TBATS,7,7.63,5.62,11.2,[502851.19 621839.07 557567.86],"[598814.3573668635, 615743.7068064553, 633034.2181649832]",19.08,13.53,0.98
1806,Lodi Memorial Rural Health Clinics,VARMAX,1,14.56,17.05,6.68,[468251.03 512017.25 523065.4 ],"[508016.591180055, 471798.0694155693, 503768.96060521976]",8.49,3.69,7.86
1807,Lodi Memorial Rural Health Clinics,VARMAX,2,9.7,13.05,9.15,[512017.25 523065.4  576982.26],"[488704.40380677837, 482261.62489627063, 489958.9056837635]",4.55,15.08,7.8
1808,Lodi Memorial Rural Health Clinics,VARMAX,3,6.92,5.9,10.02,[523065.4  576982.26 624560.53],"[480211.4678197592, 496069.4514976263, 575584.9226921387]",8.19,7.84,14.02
1809,Lodi Memorial Rural Health Clinics,VARMAX,4,7.09,2.56,7.36,[576982.26 624560.53 565837.05],"[518020.7336163688, 590873.9005397358, 529296.8368884797]",10.22,6.46,5.39
1810,Lodi Memorial Rural Health Clinics,VARMAX,5,8.56,4.69,5.26,[624560.53 565837.05 502851.19],"[610399.7514391536, 555097.7757222923, 561258.3916124483]",2.27,11.62,1.9
1811,Lodi Memorial Rural Health Clinics,VARMAX,6,7.33,7.16,6.87,[565837.05 502851.19 621839.07],"[561532.9459980071, 541353.4345020168, 546042.987419109]",0.76,12.19,7.66
1812,Lodi Memorial Rural Health Clinics,VARMAX,7,3.37,6.01,8.04,[502851.19 621839.07 557567.86],"[534611.462833492, 569751.1591575645, 505056.1897337612]",6.32,9.42,8.38
1813,Lodi Memorial Rural Health Clinics,VARMA,1,17.11,17.24,7.36,[468251.03 512017.25 523065.4 ],"[507825.6881908926, 507840.8961062492, 456013.46923954756]",8.45,12.82,0.82
1814,Lodi Memorial Rural Health Clinics,VARMA,2,11.39,7.99,9.12,[512017.25 523065.4  576982.26],"[512478.69437442947, 466247.2624814264, 482385.5172098878]",0.09,16.4,10.86
1815,Lodi Memorial Rural Health Clinics,VARMA,3,11.41,3.6,5.56,[523065.4  576982.26 624560.53],"[528542.446138431, 508588.58076518244, 601046.4188738065]",1.05,3.76,11.85
1816,Lodi Memorial Rural Health Clinics,VARMA,4,10.04,6.59,8.12,[576982.26 624560.53 565837.05],"[543191.8318582528, 568052.912972228, 512312.8913629592]",5.86,9.46,9.05
1817,Lodi Memorial Rural Health Clinics,VARMA,5,10.15,8.75,3.84,[624560.53 565837.05 502851.19],"[624409.9865601783, 570903.2141491958, 556113.7492807809]",0.02,10.59,0.9
1818,Lodi Memorial Rural Health Clinics,VARMA,6,9.63,8.08,16.51,[565837.05 502851.19 621839.07],"[494381.0890374103, 501480.14361594134, 394121.7086211615]",12.63,36.62,0.27
1819,Lodi Memorial Rural Health Clinics,VARMA,7,4.96,13.98,16.84,[502851.19 621839.07 557567.86],"[529678.1287096116, 463059.3246962006, 448015.00152806944]",5.33,19.65,25.53
1820,Lodi Memorial Rural Health Clinics,Holt Winter's,1,7.69,5.9,9.07,[468251.03 512017.25 523065.4 ],"[523726.17165173066, 500291.52341785224, 591414.9469829279]",11.85,13.07,2.29
1821,Lodi Memorial Rural Health Clinics,Holt Winter's,2,6.53,13.33,10.74,[512017.25 523065.4  576982.26],"[450556.7569740873, 516171.5600326367, 467914.754696808]",12,18.9,1.32
1822,Lodi Memorial Rural Health Clinics,Holt Winter's,3,6.71,6.21,7.13,[523065.4  576982.26 624560.53],"[583419.3770668245, 526702.719950214, 631687.2416997576]",11.54,1.14,8.71
1823,Lodi Memorial Rural Health Clinics,Holt Winter's,4,6.38,6.52,11.44,[576982.26 624560.53 565837.05],"[488539.33024230413, 587827.6433220322, 491652.4571778711]",15.33,13.11,5.88
1824,Lodi Memorial Rural Health Clinics,Holt Winter's,5,6.21,9.2,5.29,[624560.53 565837.05 502851.19],"[680594.8809549155, 563806.4556503511, 535723.2044502043]",8.97,6.54,0.36
1825,Lodi Memorial Rural Health Clinics,Holt Winter's,6,6.32,7.15,3.43,[565837.05 502851.19 621839.07],"[531142.1126348702, 521634.714630463, 619134.9962551956]",6.13,0.43,3.74
1826,Lodi Memorial Rural Health Clinics,Holt Winter's,7,4.14,7.41,6.05,[502851.19 621839.07 557567.86],"[542504.6206537992, 661508.9995486044, 579224.5546757552]",7.89,3.88,6.38
1827,Lodi Memorial Rural Health Clinics,PROPHET,1,9.51,12.07,17.15,[468251.03 512017.25 523065.4 ],"[603820.2661142594, 600989.1105985077, 549826.7510689476]",28.95,5.12,17.38
1828,Lodi Memorial Rural Health Clinics,PROPHET,2,8.81,8.93,8.71,[512017.25 523065.4  576982.26],"[559129.5780257201, 498334.7936140701, 506673.06709005387]",9.2,12.19,4.73
1829,Lodi Memorial Rural Health Clinics,PROPHET,3,6.98,12.41,8.99,[523065.4  576982.26 624560.53],"[555012.2530084167, 527534.1343822145, 547869.0112540632]",6.11,12.28,8.57
1830,Lodi Memorial Rural Health Clinics,PROPHET,4,6.23,15.95,10.32,[576982.26 624560.53 565837.05],"[516527.01039056043, 542318.2274385549, 607169.2333917137]",10.48,7.3,13.17
1831,Lodi Memorial Rural Health Clinics,PROPHET,5,6.93,9.2,5.63,[624560.53 565837.05 502851.19],"[546156.9456702387, 565106.9440078975, 523971.8833938949]",12.55,4.2,0.13
1832,Lodi Memorial Rural Health Clinics,PROPHET,6,6.95,13.45,10.38,[565837.05 502851.19 621839.07],"[564843.896777652, 628308.4575771026, 584363.4576720161]",0.18,6.03,24.95
1833,Lodi Memorial Rural Health Clinics,PROPHET,7,5.76,10.37,11.08,[502851.19 621839.07 557567.86],"[587570.6573289797, 544927.3070502589, 535192.0296550574]",16.85,4.01,12.37
1834,San Joaquin Clinics,SARIMA,1,8.83,10.09,12.89,[10361002.23  9962144.41 10297474.51],"[10767487.174412295, 11302091.968440484, 12491618.906279594]",3.92,21.31,13.45
1835,San Joaquin Clinics,SARIMA,2,9.8,2.06,8.66,[ 9962144.41 10297474.51 11195960.94],"[10696122.340974558, 11861624.094555603, 10812322.924518777]",7.37,3.43,15.19
1836,San Joaquin Clinics,SARIMA,3,8.78,15.25,6.56,[10297474.51 11195960.94 11511219.06],"[11020678.454650437, 10387076.623574402, 10886460.136418913]",7.02,5.43,7.22
1837,San Joaquin Clinics,SARIMA,4,9.12,3.49,12.32,[11195960.94 11511219.06 12022261.49],"[9919697.227730613, 10440505.02391189, 10069224.70175195]",11.4,16.25,9.3
1838,San Joaquin Clinics,SARIMA,5,9.01,7.61,11.59,[11511219.06 12022261.49 13456685.  ],"[11039356.897763781, 10884549.656875338, 10603196.641210852]",4.1,21.2,9.46
1839,San Joaquin Clinics,SARIMA,6,8.11,6.52,14.79,[12022261.49 13456685.   15081196.7 ],"[11309199.341656577, 10937261.46136409, 12107239.080815172]",5.93,19.72,18.72
1840,San Joaquin Clinics,SARIMA,7,7.13,11.36,15.5,[13456685.   15081196.7  13821763.81],"[11287394.930283457, 12720781.949192083, 11784147.490173602]",16.12,14.74,15.65
1841,San Joaquin Clinics,SARIMA,8,6.54,9.71,8.65,[15081196.7  13821763.81 15445387.98],"[13410153.215958517, 13068240.606370876, 13991409.711950649]",11.08,9.41,5.45
1842,San Joaquin Clinics,SARIMA,9,6.74,16.3,4.53,[13821763.81 15445387.98 13102610.51],"[14046168.94659524, 14960729.426084945, 14260443.91351163]",1.62,8.84,3.14
1843,San Joaquin Clinics,SARIMA,10,6.83,17.89,5.27,[15445387.98 13102610.51 14581756.43],"[14964683.044895139, 14036464.451061225, 13770299.690144327]",3.11,5.56,7.13
1844,San Joaquin Clinics,SARIMA,11,6.62,8.66,10.48,[13102610.51 14581756.43 18003369.98],"[14718717.500817176, 14213565.146368627, 15016605.125904908]",12.33,16.59,2.53
1845,San Joaquin Clinics,SARIMA,12,7.38,3.98,18.9,[14581756.43 18003369.98 16721341.15],"[13224698.585399512, 13445928.744509, 13029464.012843536]",9.31,22.08,25.31
1846,San Joaquin Clinics,SARIMAX,1,8.33,8.2,11.75,[10361002.23  9962144.41 10297474.51],"[10804137.735267615, 11350145.5826475, 12052866.328631148]",4.28,17.05,13.93
1847,San Joaquin Clinics,SARIMAX,2,8.18,16.41,6.59,[ 9962144.41 10297474.51 11195960.94],"[10943165.486463632, 11226748.296569157, 11297806.57561246]",9.85,0.91,9.02
1848,San Joaquin Clinics,SARIMAX,3,8.39,10.8,6.17,[10297474.51 11195960.94 11511219.06],"[10511714.799619365, 10407956.950780008, 10429435.28620683]",2.08,9.4,7.04
1849,San Joaquin Clinics,SARIMAX,4,8.54,8.62,12.16,[11195960.94 11511219.06 12022261.49],"[10053306.104654837, 10311922.046565568, 10115400.04873361]",10.21,15.86,10.42
1850,San Joaquin Clinics,SARIMAX,5,8.45,6,14.15,[11511219.06 12022261.49 13456685.  ],"[10623343.94319772, 10828479.501057599, 10116603.333704203]",7.71,24.82,9.93
1851,San Joaquin Clinics,SARIMAX,6,8.28,3.5,13.82,[12022261.49 13456685.   15081196.7 ],"[11169018.408076746, 11342565.977721127, 12270389.869969327]",7.1,18.64,15.71
1852,San Joaquin Clinics,SARIMAX,7,6.3,10.84,14.58,[13456685.   15081196.7  13821763.81],"[11647099.680446282, 12453219.946187666, 12042835.817525214]",13.45,12.87,17.43
1853,San Joaquin Clinics,SARIMAX,8,6.05,12.56,5.84,[15081196.7  13821763.81 15445387.98],"[13819882.307270875, 13320878.77710239, 14591564.704181165]",8.36,5.53,3.62
1854,San Joaquin Clinics,SARIMAX,9,6.42,14.3,5.71,[13821763.81 15445387.98 13102610.51],"[14612915.799022984, 15533058.265345579, 14523649.263968194]",5.72,10.85,0.57
1855,San Joaquin Clinics,SARIMAX,10,6.39,15.76,4.03,[15445387.98 13102610.51 14581756.43],"[14998778.805972721, 13927983.453493506, 14157765.41839261]",2.89,2.91,6.3
1856,San Joaquin Clinics,SARIMAX,11,6.37,5.62,8.44,[13102610.51 14581756.43 18003369.98],"[14209989.902946746, 14604875.295174038, 14993200.00638021]",8.45,16.72,0.16
1857,San Joaquin Clinics,SARIMAX,12,6.52,5.91,16.9,[14581756.43 18003369.98 16721341.15],"[13534993.16167742, 13502051.938673649, 13625606.70157666]",7.18,18.51,25
1858,San Joaquin Clinics,TBATS,1,13.07,8.05,2.81,[10361002.23  9962144.41 10297474.51],"[9916919.533705285, 9916919.533705285, 9916919.533705285]",4.29,3.7,0.45
1859,San Joaquin Clinics,TBATS,2,11.48,22.13,3.73,[ 9962144.41 10297474.51 11195960.94],"[10319991.9511377, 10375650.110031776, 10431308.268925853]",3.59,6.83,0.76
1860,San Joaquin Clinics,TBATS,3,11.42,7.62,8.26,[10297474.51 11195960.94 11511219.06],"[10070563.691900283, 10070563.691900283, 10070563.691900283]",2.2,12.52,10.05
1861,San Joaquin Clinics,TBATS,4,10.88,2.27,11.9,[11195960.94 11511219.06 12022261.49],"[10190638.003054101, 10190638.003054101, 10190638.003054101]",8.98,15.24,11.47
1862,San Joaquin Clinics,TBATS,5,10.6,4.1,12.59,[11511219.06 12022261.49 13456685.  ],"[10731683.728674743, 10731683.728674743, 10731683.728674743]",6.77,20.25,10.73
1863,San Joaquin Clinics,TBATS,6,10.41,8.3,16.62,[12022261.49 13456685.   15081196.7 ],"[11177383.87803566, 11177383.87803566, 11177383.87803566]",7.03,25.89,16.94
1864,San Joaquin Clinics,TBATS,7,10.46,11.89,17.13,[13456685.   15081196.7  13821763.81],"[11673379.202113802, 11673379.202113802, 11673379.202113802]",13.25,15.54,22.6
1865,San Joaquin Clinics,TBATS,8,10.73,9.45,11.82,[15081196.7  13821763.81 15445387.98],"[12870377.273801321, 13007322.036183963, 13144266.79856661]",14.66,14.9,5.89
1866,San Joaquin Clinics,TBATS,9,10.8,16.66,6.97,[13821763.81 15445387.98 13102610.51],"[14405142.389342582, 14405142.389342582, 14405142.389342582]",4.22,9.94,6.73
1867,San Joaquin Clinics,TBATS,10,10.2,15.34,6.38,[15445387.98 13102610.51 14581756.43],"[14078260.926557198, 14181186.464663014, 14282893.084314883]",8.85,2.05,8.23
1868,San Joaquin Clinics,TBATS,11,10.77,13.55,11.23,[13102610.51 14581756.43 18003369.98],"[14960137.290434817, 14960137.290434817, 14960137.290434817]",14.18,16.9,2.59
1869,San Joaquin Clinics,TBATS,12,10.4,7.58,11.03,[14581756.43 18003369.98 16721341.15],"[14314804.93578653, 14522194.369003482, 14729583.802220426]",1.83,11.91,19.34
1870,San Joaquin Clinics,VARMAX,1,11.95,10.17,3.93,[10361002.23  9962144.41 10297474.51],"[10277008.96763964, 9555859.678270912, 9586136.151909495]",0.81,6.91,4.08
1871,San Joaquin Clinics,VARMAX,2,12.72,7.58,6.39,[ 9962144.41 10297474.51 11195960.94],"[9958992.569597187, 9705985.575843833, 9697420.56549005]",0.03,13.38,5.74
1872,San Joaquin Clinics,VARMAX,3,11.39,1.89,10.53,[10297474.51 11195960.94 11511219.06],"[9862853.037850933, 10046601.843068376, 9541690.389806928]",4.22,17.11,10.27
1873,San Joaquin Clinics,VARMAX,4,10.2,2.01,14.38,[11195960.94 11511219.06 12022261.49],"[10133849.626906456, 9647888.74467549, 9921968.186436193]",9.49,17.47,16.19
1874,San Joaquin Clinics,VARMAX,5,9.65,2.73,15.37,[11511219.06 12022261.49 13456685.  ],"[10476513.528903073, 10682751.525782188, 9961002.87123114]",8.99,25.98,11.14
1875,San Joaquin Clinics,VARMAX,6,10.02,10.04,17.8,[12022261.49 13456685.   15081196.7 ],"[11403762.042271027, 10676136.72047074, 10919053.84551478]",5.14,27.6,20.66
1876,San Joaquin Clinics,VARMAX,7,9.86,14.57,23.15,[13456685.   15081196.7  13821763.81],"[10673689.660021007, 11145848.250770984, 10688049.825955763]",20.68,22.67,26.09
1877,San Joaquin Clinics,VARMAX,8,9.17,14.34,12.26,[15081196.7  13821763.81 15445387.98],"[12906320.993749926, 12803532.526020592, 13131394.946647702]",14.42,14.98,7.37
1878,San Joaquin Clinics,VARMAX,9,10.18,17.43,5.29,[13821763.81 15445387.98 13102610.51],"[13505511.137976637, 13527481.757631078, 12950159.748615032]",2.29,1.16,12.42
1879,San Joaquin Clinics,VARMAX,10,8.51,17.55,6.86,[15445387.98 13102610.51 14581756.43],"[14023502.79136008, 12839793.055038184, 13214451.720571315]",9.21,9.38,2.01
1880,San Joaquin Clinics,VARMAX,11,8.73,12.36,11.53,[13102610.51 14581756.43 18003369.98],"[13813669.5319861, 14090212.648483327, 13357769.737030327]",5.43,25.8,3.37
1881,San Joaquin Clinics,VARMAX,12,11.28,5.46,16.97,[14581756.43 18003369.98 16721341.15],"[13500922.033146814, 13423355.817035154, 13702016.057431443]",7.41,18.06,25.44
1882,San Joaquin Clinics,VARMA,1,13.07,7.48,3.13,[10361002.23  9962144.41 10297474.51],"[10680410.83996019, 9342130.024873087, 10306040.781696921]",3.08,0.08,6.22
1883,San Joaquin Clinics,VARMA,2,14.34,3.22,8.14,[ 9962144.41 10297474.51 11195960.94],"[9383006.068502916, 9998865.43480661, 9436621.916240264]",5.81,15.71,2.9
1884,San Joaquin Clinics,VARMA,3,12.36,8.92,10.59,[10297474.51 11195960.94 11511219.06],"[10474118.145594075, 9667449.784366684, 9624097.727347035]",1.72,16.39,13.65
1885,San Joaquin Clinics,VARMA,4,10.9,5.49,16.59,[11195960.94 11511219.06 12022261.49],"[9561510.264106201, 9586619.866653472, 9804343.731233256]",14.6,18.45,16.72
1886,San Joaquin Clinics,VARMA,5,10.46,8.86,14.08,[11511219.06 12022261.49 13456685.  ],"[10462963.184214573, 10815630.279380143, 10347199.382503582]",9.11,23.11,10.04
1887,San Joaquin Clinics,VARMA,6,10.28,9.58,16.78,[12022261.49 13456685.   15081196.7 ],"[11373568.716281919, 10944901.009470487, 11118442.884138344]",5.4,26.28,18.67
1888,San Joaquin Clinics,VARMA,7,10.29,16.5,18.84,[13456685.   15081196.7  13821763.81],"[11308235.379889542, 11376588.045207985, 11611850.787316972]",15.97,15.99,24.56
1889,San Joaquin Clinics,VARMA,8,11.11,13.22,12.45,[15081196.7  13821763.81 15445387.98],"[12758604.129947377, 13195435.132947555, 12757187.233080484]",15.4,17.4,4.53
1890,San Joaquin Clinics,VARMA,9,11.19,14.59,6.65,[13821763.81 15445387.98 13102610.51],"[14303246.74634044, 13942793.809651459, 13985708.672522694]",3.48,6.74,9.73
1891,San Joaquin Clinics,VARMA,10,11,20.05,5.59,[15445387.98 13102610.51 14581756.43],"[13804607.327423206, 13451125.611256005, 14074657.35093791]",10.62,3.48,2.66
1892,San Joaquin Clinics,VARMA,11,11.11,12.81,11.81,[13102610.51 14581756.43 18003369.98],"[14831283.808539087, 15270558.329388464, 14848299.792398632]",13.19,17.52,4.72
1893,San Joaquin Clinics,VARMA,12,12.1,7.58,14.39,[14581756.43 18003369.98 16721341.15],"[14229110.878617493, 13617283.775332281, 13979604.195495827]",2.42,16.4,24.36
1894,San Joaquin Clinics,Holt Winter's,1,8.04,10.28,9.84,[10361002.23  9962144.41 10297474.51],"[10624985.744656205, 10574318.803811928, 12443109.534926435]",2.55,20.84,6.15
1895,San Joaquin Clinics,Holt Winter's,2,7.75,4.99,8.87,[ 9962144.41 10297474.51 11195960.94],"[10415697.390917804, 12364019.459944353, 11419663.721772483]",4.55,2,20.07
1896,San Joaquin Clinics,Holt Winter's,3,8.38,9.36,7.15,[10297474.51 11195960.94 11511219.06],"[12249960.458270837, 11201512.961953525, 11231030.537274458]",18.96,2.43,0.05
1897,San Joaquin Clinics,Holt Winter's,4,8.12,10.98,12.13,[11195960.94 11511219.06 12022261.49],"[10031233.743030882, 10170281.578560818, 10299084.583483791]",10.4,14.33,11.65
1898,San Joaquin Clinics,Holt Winter's,5,7.49,15.29,11.47,[11511219.06 12022261.49 13456685.  ],"[10941828.98889812, 11097411.341551946, 10525716.49771518]",4.95,21.78,7.69
1899,San Joaquin Clinics,Holt Winter's,6,7.46,10.76,11.91,[12022261.49 13456685.   15081196.7 ],"[11558511.348895056, 11026824.103406817, 12998347.146381417]",3.86,13.81,18.06
1900,San Joaquin Clinics,Holt Winter's,7,8.02,5.93,14.29,[13456685.   15081196.7  13821763.81],"[11775936.884664346, 13834907.299966138, 10766947.443943944]",12.49,22.1,8.26
1901,San Joaquin Clinics,Holt Winter's,8,7.76,9.59,5.75,[15081196.7  13821763.81 15445387.98],"[14861239.431770599, 12525930.06107403, 14452221.221578022]",1.46,6.43,9.38
1902,San Joaquin Clinics,Holt Winter's,9,7.7,11.68,4.95,[13821763.81 15445387.98 13102610.51],"[12697237.944290021, 14607330.609143293, 12932511.461157167]",8.14,1.3,5.43
1903,San Joaquin Clinics,Holt Winter's,10,7.5,15.74,5.28,[15445387.98 13102610.51 14581756.43],"[15795712.61388635, 13933025.374885112, 13527702.085753644]",2.27,7.23,6.34
1904,San Joaquin Clinics,Holt Winter's,11,7.88,5.47,10.18,[13102610.51 14581756.43 18003369.98],"[13721130.623922775, 13320208.977441907, 14912611.327154309]",4.72,17.17,8.65
1905,San Joaquin Clinics,Holt Winter's,12,7.9,4.78,15.51,[14581756.43 18003369.98 16721341.15],"[12886330.381803127, 14398135.937562713, 14233344.195649808]",11.63,14.88,20.03
1906,San Joaquin Clinics,PROPHET,1,9.74,11.39,11.04,[10361002.23  9962144.41 10297474.51],"[11497047.394751895, 11365078.308875212, 11128850.015540358]",10.96,8.07,14.08
1907,San Joaquin Clinics,PROPHET,2,9.74,11.62,8.39,[ 9962144.41 10297474.51 11195960.94],"[11361498.495024612, 11291755.329403386, 11031286.098469332]",14.05,1.47,9.66
1908,San Joaquin Clinics,PROPHET,3,9.6,13.98,1.24,[10297474.51 11195960.94 11511219.06],"[10287961.923479302, 11403742.070849562, 11306662.145393467]",0.09,1.78,1.86
1909,San Joaquin Clinics,PROPHET,4,9.55,10.1,5.58,[11195960.94 11511219.06 12022261.49],"[10773092.282922665, 11053462.073510204, 10940609.979170416]",3.78,9,3.98
1910,San Joaquin Clinics,PROPHET,5,9.08,7.55,11.32,[11511219.06 12022261.49 13456685.  ],"[10983729.943038587, 10875941.854394231, 10785918.769504491]",4.58,19.85,9.53
1911,San Joaquin Clinics,PROPHET,6,9.14,5.58,16.54,[12022261.49 13456685.   15081196.7 ],"[11236617.747106504, 11202942.668840345, 11109209.484291667]",6.53,26.34,16.75
1912,San Joaquin Clinics,PROPHET,7,8.48,10.55,18.28,[13456685.   15081196.7  13821763.81],"[11572157.727230767, 11390792.675343983, 11557800.710974861]",14,16.38,24.47
1913,San Joaquin Clinics,PROPHET,8,8.63,11.79,17.1,[15081196.7  13821763.81 15445387.98],"[12169637.292163406, 12057053.597221693, 12476509.983988782]",19.31,19.22,12.77
